KomisiDPRD|SKPD|KodeRekening|Program|Pagu|Tambah|Kurang|HasilPembahasan
7855|E|1.13.015 PSBD Budi Bhakti|1.13 015 01 013|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBD Budi Bhakti|1.469.080.000|0|0|1.469.080.000
7856|E|1.13.015 PSBD Budi Bhakti|1.13 015 02 001|Pemeliharaan Sarana dan Prasarana PSBD Budi Bhakti dan LBK|100.000.000|0|0|100.000.000
7857|E|1.13.015 PSBD Budi Bhakti|1.13 015 02 002|Penyediaan Sarana dan Prasarana PSBD Budi Bhakti dan LBK|150.000.000|0|0|150.000.000
7858|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7859|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 008|Penyelenggaraan Operasional Kantor PSBN Cahaya Bathin|1.165.200.000|0|0|1.165.200.000
7860|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 009|Penyediaan Jasa TALI dan IPAL (12 Bulan)|331.944.000|0|0|331.944.000
7861|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 010|Penyediaan Makanan dan Minuman WBS PSBN Cahaya Bathin|702.674.000|0|0|702.674.000
7862|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 011|Pelayanan dan Rehabilitasi Warga Binaan Sosial|1.883.388.000|0|0|1.883.388.000
7863|E|1.13.016 PSBN Cahaya Bathin|1.13 016 01 012|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBN Cahaya Bathin|544.320.000|0|0|544.320.000
7864|E|1.13.016 PSBN Cahaya Bathin|1.13 016 02 001|Penyediaan Sarana dan Prasarana PSBN Cahaya Bathin|100.000.000|0|0|100.000.000
7865|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 002|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7866|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 008|Penyediaan Jasa TALI dan IPAL (12 Bulan)|175.000.000|0|0|175.000.000
7867|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 009|Penyediaan Makanan dan Minuman WBS PSBL Harapan Sentosa 1|7.074.895.000|0|0|7.074.895.000
7868|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 010|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBL Harapan Sentosa 1|2.805.960.000|0|0|2.805.960.000
7869|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 011|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBL Harapan Sentosa 1|1.504.630.100|0|0|1.504.630.100
7870|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 01 012|Penyelenggaraan Operasional Kantor PSBL Harapan Sentosa 1|70.000.000|0|0|70.000.000
7871|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 02 001|Penyediaan Sarana dan Prasarana PSBL Harapan Sentosa 1|1.820.000.000|0|0|1.820.000.000
7872|E|1.13.017 PSBL Harapan Sentosa 1|1.13 017 02 002|Pemeliharaan Gedung PSBL Harapan Sentosa 1|190.000.000|0|0|190.000.000
7873|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7874|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 008|Penyelenggaraan Operasional Kantor PSBG Belaian Kasih|1.304.542.000|0|0|1.304.542.000
7875|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 009|Penyediaan Jasa TALI dan IPAL (12 Bulan)|144.180.000|0|0|144.180.000
7876|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 010|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBG Belaian Kasih|1.531.202.000|0|0|1.531.202.000
7877|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 011|Penyediaan Makanan dan Minuman WBS PSBG Belaian Kasih|1.788.445.000|0|0|1.788.445.000
7878|E|1.13.018 PSBG Belaian Kasih|1.13 018 01 012|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBG Belaian Kasih|1.174.300.000|0|0|1.174.300.000
7879|E|1.13.018 PSBG Belaian Kasih|1.13 018 02 001|Pemeliharaan gedung PSBG Belaian Kasih|172.800.000|0|0|172.800.000
7880|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7881|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 008|Penyelenggaraan Operasional Kantor PSBL Harapan Sentosa 2|1.666.251.000|0|0|1.666.251.000
7882|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 009|Penyediaan Jasa TALI dan IPAL (12 Bulan)|269.748.024|0|0|269.748.024
7883|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 010|Penyediaan Makanan dan Minuman WBS PSBL Harapan Sentosa 2|10.097.198.000|0|0|10.097.198.000
7884|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 011|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBL Harapan Sentosa 2|2.421.010.000|0|0|2.421.010.000
7885|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 01 012|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBL Harapan Sentosa 2|1.833.194.000|0|0|1.833.194.000
7886|E|1.13.019 PSBL Harapan Sentosa 2|1.13 019 02 001|Penyediaan dan Pemeliharaan Sarana dan Prasarana PSBL Harapan Sentosa 2|1.075.800.000|0|0|1.075.800.000
7887|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7888|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 009|Penyelenggaraan Operasional Kantor PSBL Harapan Sentosa 3|1.354.919.283|0|0|1.354.919.283
7889|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 010|Penyediaan Jasa TALI dan IPAL (12 Bulan)|333.600.000|0|0|333.600.000
7890|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 011|Penyediaan Makanan dan Minuman WBS PSBL Harapan Sentosa3|4.051.220.000|0|0|4.051.220.000
7891|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 012|Pelayanan & Rehabilitasi WBS PSBL Harapan Sentosa 3|1.468.606.500|0|0|1.468.606.500
7892|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 013|Pelaksanaan Piket & Penyediaan Tenaga Pelayanan Sosial PSBL Harapan Sentosa 3|1.006.825.500|0|0|1.006.825.500
7893|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 01 014|Pemeliharaan Gedung PSBL Harapan Sentosa 3|120.413.673|0|0|120.413.673
7894|E|1.13.020 PSBL Harapan Sentosa 3|1.13 020 02 001|Penyediaan Sarana dan Prasarana PSBL Harapan Sentosa 3|158.276.200|0|0|158.276.200
7895|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7896|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 011|Penyelenggaraan Operasional Kantor PSBI Bangun Daya 1|3.303.571.740|0|0|3.303.571.740
7897|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 012|Penyediaan Jasa TALI dan IPAL (12 Bulan)|510.000.000|0|0|510.000.000
7898|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 013|Penyediaan Makanan dan Minuman WBS PSBI Bangun Daya 1|4.957.684.000|0|0|4.957.684.000
7899|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 014|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBI Bangun Daya 1|2.419.684.000|0|0|2.419.684.000
7900|E|1.13.021 PSBI Bangun Daya 1|1.13 021 01 015|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBI Bangun Daya 1|1.312.846.000|0|0|1.312.846.000
7901|E|1.13.021 PSBI Bangun Daya 1|1.13 021 02 001|Penyediaan dan Pemeliharaan Sarana dan Prasarana Sosial PSBI Bangun Daya 1|700.000.000|0|0|700.000.000
7902|E|1.13.021 PSBI Bangun Daya 1|1.13 021 02 002|Pemeliharaan dan Perbaikan Bangunan Kantor, Asrama(Barak-Barak), Dapur PSBI Bangun Daya 1|495.000.000|0|0|495.000.000
7903|E|1.13.021 PSBI Bangun Daya 1|1.13 021 02 003|Penataan Taman dan Lingkungan PSBI Bangun Daya 1|155.000.000|0|0|155.000.000
7904|E|1.13.021 PSBI Bangun Daya 1|1.13 021 02 004|Penyediaan dan Pemeliharaan Mechanical Elektrical|318.500.000|0|0|318.500.000
7905|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7906|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 010|Penyelenggaraan Operasional Kantor PSBI Bangun Daya 2|1.854.281.734|0|0|1.854.281.734
7907|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 011|Penyediaan Jasa TALI dan IPAL (12 Bulan)|521.561.040|0|0|521.561.040
7908|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 012|Penyediaan Makanan dan Minuman WBS PSBI Bangun Daya 2|2.789.987.000|0|0|2.789.987.000
7909|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 013|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBI Bangun Daya 2|2.125.940.660|0|0|2.125.940.660
7910|E|1.13.022 PSBI Bangun Daya 2|1.13 022 01 014|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBI Bangun Daya 2|769.917.760|0|0|769.917.760
7911|E|1.13.022 PSBI Bangun Daya 2|1.13 022 02 001|Pemeliharaan dan Perbaikan Bangunan Kantor, Asrama(Barak-Barak) PSBI Bangun Daya 2|407.810.000|0|0|407.810.000
7912|E|1.13.022 PSBI Bangun Daya 2|1.13 022 02 002|Penataan Taman dan Lingkungan PSBI Bangun Daya 2|97.785.440|0|0|97.785.440
7913|E|1.13.022 PSBI Bangun Daya 2|1.13 022 02 003|Penyediaan dan Pemeliharaan Sarana Prasarana PSBI Bangun Daya 2|436.631.556|0|0|436.631.556
7914|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7915|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 008|Operasional Kantor PSBK Harapan Jaya|921.527.500|0|0|921.527.500
7916|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 010|Penyediaan Makanan dan Minuman WBS PSBK Harapan Jaya|2.189.980.000|0|0|2.189.980.000
7917|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 011|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBK Harapan Jaya|1.374.402.500|0|0|1.374.402.500
7918|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 012|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBK Harapan Jaya|662.150.000|0|0|662.150.000
7919|E|1.13.023 PSBK Harapan Jaya|1.13 023 01 013|Penyediaan Jasa TALI dan IPAL (12 Bulan)|282.000.000|0|0|282.000.000
7920|E|1.13.023 PSBK Harapan Jaya|1.13 023 02 001|Pemeliharaan Gedung PSBK Harapan Jaya|200.000.000|0|0|200.000.000
7921|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7922|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 009|Penyelenggaraan Operasional Kantor PSAA Putra Utama 3|3.232.577.700|0|0|3.232.577.700
7923|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 010|Penyediaan Jasa TALI dan IPAL (12 Bulan)|488.400.000|0|0|488.400.000
7924|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 011|Penyediaan Makanan dan Minuman WBS PSAA Putra Utama 3|2.035.549.000|0|0|2.035.549.000
7925|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 012|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSAA Putra Utama 3|9.306.200.700|0|0|9.306.200.700
7926|E|1.13.024 PSAA Putra Utama 3|1.13 024 01 013|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSAA Putra Utama 3|1.110.301.100|0|0|1.110.301.100
7927|E|1.13.024 PSAA Putra Utama 3|1.13 024 02 001|Penyediaan Sarana Prasarana Gedung PSAA Putra Utama 3|715.044.500|0|0|715.044.500
7928|E|1.13.024 PSAA Putra Utama 3|1.13 024 02 002|Penyediaan jasa Mechanical Elektrikal|191.727.350|0|0|191.727.350
7929|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7930|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 008|Penyelenggaraan Operasional Kantor PSPP Khusnul Khotimah|1.111.240.000|0|0|1.111.240.000
7931|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 009|Penyediaan Jasa TALI dan IPAL (12 Bulan)|303.250.000|0|0|303.250.000
7932|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 010|Penyediaan Makanan dan Minuman WBS PSPP Khusnul Khotimah|2.088.975.000|0|0|2.088.975.000
7933|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 011|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSPP Khusnul Khotimah|2.042.825.000|0|0|2.042.825.000
7934|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 01 012|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSPP Khusnul Khotimah|654.350.000|0|0|654.350.000
7935|E|1.13.025 PSPP Khusnul Khotimah|1.13 025 02 001|Pemeliharaan Sarana dan Prasarana PSPP Khusnul Khotimah|251.760.000|0|0|251.760.000
7936|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 003|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|0|0|0|0
7937|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 009|Penyelenggaraan Operasional Kantor PSBKW Harapan Mulia|1.727.500.000|0|0|1.727.500.000
7938|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 010|Penyediaan Jasa TALI dan IPAL (12 Bulan)|200.000.000|0|0|200.000.000
7939|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 011|Penyediaan Makanan dan Minuman WBS PSBKW Harapan Mulia|1.095.000.000|0|0|1.095.000.000
7940|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 012|Pelayanan dan Rehabilitasi Warga Binaan Sosial PSBKW Harapan Mulia|1.340.000.000|0|0|1.340.000.000
7941|E|1.13.026 PSBKW Harapan Mulya|1.13 026 01 013|Pelaksanaan Piket dan Penyediaan Tenaga Pelayanan Sosial PSBKW Harapan Mulia|423.500.000|0|0|423.500.000
7942|E|1.13.026 PSBKW Harapan Mulya|1.13 026 02 001|Pemeliharaan Ringan Panti Sosial|230.000.000|0|0|230.000.000
7943|E|1.13.026 PSBKW Harapan Mulya|1.13 026 02 002|Pemeliharaan kebersihan dan tanaman lingkungan panti sosial|315.000.000|0|0|315.000.000
7944|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 01 017|Pemberdayaan PMKS Potensial|1.000.000.000|0|0|1.000.000.000
7945|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 01 018|Pelayanan Sosial Perintis Kemerdekaan/JPK dan Pahlawan|200.000.000|0|0|200.000.000
7946|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 01 019|Pelayanan Sosial PMKS Non Potensial Jakarta Pusat|5.131.750.000|0|0|5.131.750.000
7947|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 01 020|Pelayanan, Pengendalian dan Penjangkauan PMKS tingkat Kota dan Kecamatan|2.294.400.000|0|0|2.294.400.000
7948|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 02 001|Pengadaan Sarana Sosial Jakarta Pusat|0|0|0|0
7949|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 02 003|Pembangunan Sarana dan Prasarana Sosial Jakarta Pusat|710.000.000|0|0|710.000.000
7950|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 04 001|Pembinaan Lembaga dan Tenaga Kesejahteraan Sosial|1.700.000.000|0|0|1.700.000.000
7951|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 04 002|Pemberdayaan Keluarga Miskin|7.800.000.000|0|0|7.800.000.000
7952|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 04 003|Pelaksanaan Asistensi Sosial Lanjut Usia dan Penyandang Disabilitas dan Pelayanan Sosial Orang Terlantar|579.508.000|0|0|579.508.000
7953|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 04 004|Penguatan Kemandirian Tuna Sosial|0|0|0|0
7954|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 05 001|Perlindungan Sosial Korban Bencana dan Peningkatan Penanggulangan Bencana Kota Adm Jakarta Pusat|4.705.000.000|0|0|4.705.000.000
7955|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 05 002|Penyelengaraan Dapur Umum Korban Bencana|0|0|0|0
7956|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 06 001|Operasional Kantor Sudin Sosial Jakarta Pusat|850.000.000|0|0|850.000.000
7957|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 06 002|Penyediaan Jasa TALI dan IPAL (12 Bulan)|75.000.000|0|0|75.000.000
7958|E|1.13.027 Sudin Sosial - JAKPUS|1.13 027 08 001|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|50.000.000|0|0|50.000.000
7959|E|1.13.028 Sudin Sosial - JAKUT|1.13.028 xx xxx|Rehab Ringan SKKT Kel Warakas Kec Tanjung Priok|0|200.000.000|0|200.000.000
7960|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 005|Penyelenggaraan Dapur Umum Korban Bencana|0|0|0|0
7961|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 006|Pelayanan Sosial PMKS Non Potensial Jakarta Utara|7.257.500.000|0|0|7.257.500.000
7962|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 007|Rehab SKKT Kelurahan Kamal Muara|0|0|0|0
7963|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 008|Rehab Gedung SKKT Kel. Sukapura|0|0|0|0
7964|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 009|Rehab Gedung SKKT Kel. Pegangsaan Dua|0|0|0|0
7965|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 010|Rehab Gedung SKKT Kel. Semper Barat|0|0|0|0
7966|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 011|Rehab Gedung SKKT Kel. Pademangan Barat|0|0|0|0
7967|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 012|Rehab Gedung SKKT Kel. Marunda|0|0|0|0
7968|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 013|Rehab Gedung SKKT Kel. Pejagalan|0|0|0|0
7969|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 014|Pengadaan Petty Stock Bencana dan Perlindungan Sosial Korban Pasca Bencana|0|0|0|0
7970|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 017|Pemenuhan Kebutuhan Dasar Anak Bermasalah Sosial|0|0|0|0
7971|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 018|Pemenuhan Kebutuhan Dasar Lanjut Usia|0|0|0|0
7972|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 019|Pemenuhan Kebutuhan Dasar Penyandang Disabilitas|0|0|0|0
7973|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 020|Penguatan Kemandirian Lanjut Usia|0|0|0|0
7974|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 021|Penguatan Kemandirian Penyandang Disabilitas|0|0|0|0
7975|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 022|Penguatan Kemandirian Tuna Sosial|0|0|0|0
7976|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 01 024|Pelayanan, Perlindungan dan Pengendalian Sosial PMKS Jalanan Tk. Kota dan Kecamatan|1.500.000.000|0|0|1.500.000.000
7977|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 02 001|Pembangunan Sarana dan Prasarana Sosial Jakarta Utara|1.400.000.000|0|0|1.400.000.000
7978|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 02 002|Pengadaan Sarana Sosial Jakarta Utara|700.000.000|0|0|700.000.000
7979|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 03 001|Pembinaan Lembaga dan Tenaga Kesejahteraan Sosial|1.600.000.000|0|0|1.600.000.000
7980|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 04 001|Pemberdayaan Keluarga Miskin melalui UEP dan KUBE|1.150.000.000|0|0|1.150.000.000
7981|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 04 002|Pemberdayaan PMKS Potensial|1.150.000.000|0|0|1.150.000.000
7982|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 001|Perlindungan Sosial Korban Bencana dan Peningkatan Penanggulangan Bencana Kota Administrasi Jakarta Utara|3.500.000.000|0|0|3.500.000.000
7983|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 002|Kesiapsiagaan Bencana Tk.Kota dan Tk. Kecamatan|550.000.000|0|0|550.000.000
7984|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 003|Bimbingan dan Latihan Satgasos Penanggulangan Bencana|100.000.000|0|0|100.000.000
7985|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 004|Pelayanan Sosial dan Silahturahmi PK/JPK dalam rangka HUT RI dan Hari Pahlawan Tk. Kota|200.000.000|0|0|200.000.000
7986|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 005|Pelaksanaan Asistensi Sosial Lanjut Usia dan Penyandang Disabilitas|323.875.000|0|0|323.875.000
7987|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 05 006|Pelayanan sosial orang terlantar ke Daerah Asal Dalam Pulau Jawa|75.000.000|0|0|75.000.000
7988|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 06 001|Penyelenggaraan Operasional Kantor Sudin Sosial Jakarta Utara|680.000.000|0|0|680.000.000
7989|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 06 002|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|75.000.000|0|0|75.000.000
7990|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 06 003|Penyediaan Jasa TALI dan IPAL (12 Bulan)|150.000.000|0|0|150.000.000
7991|E|1.13.028 Sudin Sosial - JAKUT|1.13 028 15 001|Penyelenggaraan dan Partisipasi Event Sosial Jakarta Utara|300.000.000|0|0|300.000.000
7992|E|1.13.029 Sudin Sosial - JAKBAR|1.13.029 xx xxx|Rehab Ringan SKKT Kel Grogol Kec Grogol Petamburan|0|200.000.000|0|200.000.000
7993|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 02 005|Pengadaan Petty Stock Bencana dan Perlindungan Sosial Korban Pasca Bencana|1.000.000.000|0|0|1.000.000.000
7994|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 02 006|Rehab Gedung SKKT 3 Lokasi|600.000.000|0|30.000.000|570.000.000
7995|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 02 007|Pemeliharaan Gedung SKKT|750.000.000|0|37.500.000|712.500.000
7996|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 02 008|Pengelolaan Gedung SKKT|200.000.000|0|10.000.000|190.000.000
7997|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 02 009|Pengadaan Sarana Sosial Jakarta Barat|450.000.000|0|22.500.000|427.500.000
7998|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 03 001|Pelimpahan Kewenangan dari Sudin Sosial|7.953.250.000|0|0|7.953.250.000
7999|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 04 001|Penyelenggaraan dan Partisipasi Event Sosial Jakarta Barat|300.000.000|0|0|300.000.000
8000|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 05 001|Penyelenggaraan Dapur Umum Korban Bencana|2.000.000.000|0|0|2.000.000.000
8001|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 06 001|Penyelengaraan Operasional Kantor Sudin Sosial Jakarta Barat|650.000.000|0|0|650.000.000
8002|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 06 002|Penyediaan Jasa TALI dan IPAL (12 Bulan)|175.000.000|0|0|175.000.000
8003|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 08 001|Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|50.000.000|0|0|50.000.000
8004|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 11 001|Pelayanan Sosial Masyarakat Jakarta Barat|4.150.000.000|0|0|4.150.000.000
8005|E|1.13.029 Sudin Sosial - JAKBAR|1.13 029 12 001|Pembinaan, Pengembangan dan Pengawasan Sosial Jakarta Barat|3.400.000.000|0|0|3.400.000.000
8006|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 02 002|Peningkatan Sarana dan Prasarana Penanggulangan Bencana|300.000.000|0|0|300.000.000
8007|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 03 001|Pembinaan, Pengembangan dan Pengawasan Sosial Jakarta Selatan|3.150.000.000|0|0|3.150.000.000
8008|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 04 001|Penguatan Kemandirian Lanjut Usia|350.000.000|0|0|350.000.000
8009|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 04 002|Penguatan Kemandirian Penyandang Disabilitas|150.000.000|0|0|150.000.000
8010|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 04 003|Penguatan Kemandirian Tuna Sosial|200.000.000|0|0|200.000.000
8011|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 05 001|Pelayanan Sosial Masyarakat Jakarta Selatan|5.125.000.000|0|0|5.125.000.000
8012|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 05 002|Pengadaan Petty Stock Bencana dan Perlindungan Sosial Korban Pasca Bencana|1.000.000.000|0|0|1.000.000.000
8013|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 05 003|Pemenuhan Kebutuhan Dasar Anak Bermasalah Sosial|4.379.625.000|0|0|4.379.625.000
8014|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 05 004|Pemenuhan Kebutuhan Dasar Lanjut Usia|2.290.000.000|0|0|2.290.000.000
8015|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 05 005|Pemenuhan Kebutuhan Dasar Penyandang Disabilitas|282.500.000|0|0|282.500.000
8016|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 06 001|Penyelenggaraan Operasional Kantor Sudin Sosial Jakarta Selatan|760.000.000|0|0|760.000.000
8017|E|1.13.030 Sudin Sosial - JAKSEL|1.13 030 06 002|Penyediaan TALI dan IPAL (12 Bulan)|35.000.000|0|0|35.000.000
